primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename,geo_data
eurcoo,[],[''],38.188,-0.7914,Fulica atra,Eurasian Coot,Stein Ø. Nilsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/833022,eurcoo/XC833022.ogg,38.188 -0.7914 Stein Ø. Nilsen
blrwar1,[],['song'],63.8839,20.3154,Acrocephalus dumetorum,Blyth's Reed Warbler,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/688674,blrwar1/XC688674.ogg,63.8839 20.3154 Lars Edenius
rorpar,[],['flight call'],52.0148,5.0379,Psittacula krameri,Rose-ringed Parakeet,Albert Noorlander,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/559630,rorpar/XC559630.ogg,52.0148 5.0379 Albert Noorlander
graher1,[],"['flight call', 'nocturnal flight call', 'song']",51.9839,5.3368,Ardea cinerea,Gray Heron,Peter van Vlaardingen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/555768,graher1/XC555768.ogg,51.9839 5.3368 Peter van Vlaardingen
graher1,['litgre1'],"['adult', 'female', 'male']",57.2527,-3.7516,Ardea cinerea,Gray Heron,Peter Stronach,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/544874,graher1/XC544874.ogg,57.2527 -3.7516 Peter Stronach
blrwar1,[],"['male', 'song']",58.3382,14.1217,Acrocephalus dumetorum,Blyth's Reed Warbler,Musse Björklund,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/655922,blrwar1/XC655922.ogg,58.3382 14.1217 Musse Björklund
grtdro1,[],[''],1.8636,103.8864,Dicrurus paradiseus,Greater Racket-tailed Drongo,Kim Chuah Lim,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/783077,grtdro1/XC783077.ogg,1.8636 103.8864 Kim Chuah Lim
grtdro1,[],"['adult', 'call', 'sex uncertain']",26.5601,97.6936,Dicrurus paradiseus,Greater Racket-tailed Drongo,Thet Zaw Naing,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/684399,grtdro1/XC684399.ogg,26.5601 97.6936 Thet Zaw Naing
rewbul,[],['call'],34.1639,-118.6467,Pycnonotus jocosus,Red-whiskered Bulbul,Steve Hampton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/595855,rewbul/XC595855.ogg,34.1639 -118.6467 Steve Hampton
rewbul,[],['call'],21.0416,105.8317,Pycnonotus jocosus,Red-whiskered Bulbul,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/304898,rewbul/XC304898.ogg,21.0416 105.8317 nick talbot
eurcoo,[],['nocturnal flight call'],53.248,6.5804,Fulica atra,Eurasian Coot,Jacob Bosma,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/536802,eurcoo/XC536802.ogg,53.248 6.5804 Jacob Bosma
rewbul,[],['call'],23.5351,87.3447,Pycnonotus jocosus,Red-whiskered Bulbul,Saikat Adhurya,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/187044,rewbul/XC187044.ogg,23.5351 87.3447 Saikat Adhurya
gyhcaf1,[],['song'],4.9634,117.8028,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Keith Blomerley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/382822,gyhcaf1/XC382822.ogg,4.9634 117.8028 Keith Blomerley
whbwat1,[],['Call'],1.313926,103.815667,Amaurornis phoenicurus,White-breasted Waterhen,Okamoto Keita Sin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/576723,whbwat1/XC576723.ogg,1.313926 103.815667 Okamoto Keita Sin
eurcoo,[],[''],,,Fulica atra,Eurasian Coot,NEVILLE MADON,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/787718,eurcoo/XC787718.ogg,nan nan NEVILLE MADON
litegr,[],[''],42.7634,11.8726,Egretta garzetta,Little Egret,Francesco Barberini,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/743010,litegr/XC743010.ogg,42.7634 11.8726 Francesco Barberini
eurcoo,[],['flight call'],52.1896,6.8898,Fulica atra,Eurasian Coot,Rolf A. de By,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/465799,eurcoo/XC465799.ogg,52.1896 6.8898 Rolf A. de By
rorpar,[],"['alarm call', 'female']",48.8196,2.1885,Psittacula krameri,Rose-ringed Parakeet,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/475256,rorpar/XC475256.ogg,48.8196 2.1885 Stanislas Wroza
gyhcaf1,[],"['call', 'song']",27.5518,83.8382,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Mike Dooher,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/399095,gyhcaf1/XC399095.ogg,27.5518 83.8382 Mike Dooher
gyhcaf1,[],[''],31.4701,110.0218,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Bo Shunqi 薄顺奇,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/805189,gyhcaf1/XC805189.ogg,31.4701 110.0218 Bo Shunqi 薄顺奇
whbwat1,[],[''],8.083,98.2936,Amaurornis phoenicurus,White-breasted Waterhen,Stephan Risch,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/809598,whbwat1/XC809598.ogg,8.083 98.2936 Stephan Risch
litegr,[],['call'],13.9547,100.4417,Egretta garzetta,Little Egret,Werzik,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/403160,litegr/XC403160.ogg,13.9547 100.4417 Werzik
eurcoo,[],['call'],39.4056,-8.5337,Fulica atra,Eurasian Coot,Paulo Alves,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/307358,eurcoo/XC307358.ogg,39.4056 -8.5337 Paulo Alves
greegr,[],['call'],47.5169,5.3757,Ardea alba,Great Egret,Gerard OLIVIER,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/345092,greegr/XC345092.ogg,47.5169 5.3757 Gerard OLIVIER
litegr,[],['flight call'],52.864,0.4471,Egretta garzetta,Little Egret,Andrew Harrop,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/581185,litegr/XC581185.ogg,52.864 0.4471 Andrew Harrop
bcnher,[],['nocturnal flight call'],45.7583,4.7359,Nycticorax nycticorax,Black-crowned Night-Heron,hubert Pottiau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/545676,bcnher/XC545676.ogg,45.7583 4.7359 hubert Pottiau
rorpar,[],[''],44.4036,8.9594,Psittacula krameri,Rose-ringed Parakeet,Luca Forneris,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/784680,rorpar/XC784680.ogg,44.4036 8.9594 Luca Forneris
blrwar1,[],['song'],53.7438,20.6728,Acrocephalus dumetorum,Blyth's Reed Warbler,Marcin Łaguna,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/567838,blrwar1/XC567838.ogg,53.7438 20.6728 Marcin Łaguna
blrwar1,[],['song'],59.8684,17.6027,Acrocephalus dumetorum,Blyth's Reed Warbler,Nils-Olof Jerling,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/420431,blrwar1/XC420431.ogg,59.8684 17.6027 Nils-Olof Jerling
graher1,[],['nocturnal flight call'],40.0479,0.0621,Ardea cinerea,Gray Heron,Miguel Tirado,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/624449,graher1/XC624449.ogg,40.0479 0.0621 Miguel Tirado
rorpar,[],[''],25.1812,72.698,Psittacula krameri,Rose-ringed Parakeet,Barry Edmonston,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/796890,rorpar/XC796890.ogg,25.1812 72.698 Barry Edmonston
greegr,[],['song'],7.059,-69.494,Ardea alba,Great Egret,Joe Klaiber,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/247286,greegr/XC247286.ogg,7.059 -69.494 Joe Klaiber
litegr,[],['call'],49.914,-6.3069,Egretta garzetta,Little Egret,James Lidster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/526737,litegr/XC526737.ogg,49.914 -6.3069 James Lidster
greegr,[],[''],47.2434,92.6651,Ardea alba,Great Egret,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/765285,greegr/XC765285.ogg,47.2434 92.6651 Stanislas Wroza
litegr,[],['nocturnal flight call'],51.4522,-9.8189,Egretta garzetta,Little Egret,Irish Wildlife Sounds,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/667651,litegr/XC667651.ogg,51.4522 -9.8189 Irish Wildlife Sounds
grewar3,[],[''],53.6298,22.7941,Phylloscopus trochiloides,Greenish Warbler,Frank DD4WH,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/807268,grewar3/XC807268.ogg,53.6298 22.7941 Frank DD4WH
eurcoo,[],[''],43.6207,3.8725,Fulica atra,Eurasian Coot,Thierry THOMAS,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/844244,eurcoo/XC844244.ogg,43.6207 3.8725 Thierry THOMAS
eurcoo,[],"['call', 'juvenile']",55.0217,47.8084,Fulica atra,Eurasian Coot,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/189936,eurcoo/XC189936.ogg,55.0217 47.8084 Albert Lastukhin
rorpar,[],[''],51.1936,4.3906,Psittacula krameri,Rose-ringed Parakeet,Wim Jacobs,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/856224,rorpar/XC856224.ogg,51.1936 4.3906 Wim Jacobs
eurcoo,[],"['call', 'female', 'male']",47.8542,11.0625,Fulica atra,Eurasian Coot,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/483697,eurcoo/XC483697.ogg,47.8542 11.0625 Beatrix Saadi-Varchmin
grewar3,[],[''],57.7441,10.6363,Phylloscopus trochiloides,Greenish Warbler,Simon Kiesé,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/824532,grewar3/XC824532.ogg,57.7441 10.6363 Simon Kiesé
rewbul,[],['call'],15.5442,73.7733,Pycnonotus jocosus,Red-whiskered Bulbul,Albert Lastukhin & Sergei Karpeev,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/208578,rewbul/XC208578.ogg,15.5442 73.7733 Albert Lastukhin & Sergei Karpeev
blrwar1,[],[''],60.4307,-1.2976,Acrocephalus dumetorum,Blyth's Reed Warbler,Roger Riddington,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/810149,blrwar1/XC810149.ogg,60.4307 -1.2976 Roger Riddington
eurcoo,[],"['call', 'juvenile']",47.9965,10.9647,Fulica atra,Eurasian Coot,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/428629,eurcoo/XC428629.ogg,47.9965 10.9647 Beatrix Saadi-Varchmin
blrwar1,[],['song'],56.3171,16.5319,Acrocephalus dumetorum,Blyth's Reed Warbler,Jonas Bonnedahl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/561869,blrwar1/XC561869.ogg,56.3171 16.5319 Jonas Bonnedahl
eurcoo,[],['nocturnal flight call'],48.6825,2.4771,Fulica atra,Eurasian Coot,julien Rochefort,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/645885,eurcoo/XC645885.ogg,48.6825 2.4771 julien Rochefort
graher1,[],['flight call'],52.0612,5.371,Ardea cinerea,Gray Heron,Aat Schaftenaar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/419135,graher1/XC419135.ogg,52.0612 5.371 Aat Schaftenaar
graher1,[],['flight call'],42.5275,130.692,Ardea cinerea,Gray Heron,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/267063,graher1/XC267063.ogg,42.5275 130.692 Albert Lastukhin
bcnher,[],['call'],-7.0611,110.4473,Nycticorax nycticorax,Black-crowned Night-Heron,Karyadi Baskoro,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/376571,bcnher/XC376571.ogg,-7.0611 110.4473 Karyadi Baskoro
blrwar1,[],"['adult', 'male', 'song']",54.6905,18.6958,Acrocephalus dumetorum,Blyth's Reed Warbler,Mikołaj Koss,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/650738,blrwar1/XC650738.ogg,54.6905 18.6958 Mikołaj Koss
graher1,[],[''],48.495,8.987,Ardea cinerea,Gray Heron,Johannes Dag Mayer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/831394,graher1/XC831394.ogg,48.495 8.987 Johannes Dag Mayer
eurcoo,[],['call'],58.3247,26.7533,Fulica atra,Eurasian Coot,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/651220,eurcoo/XC651220.ogg,58.3247 26.7533 Uku Paal
rorpar,[],"['call', 'flight call']",49.4207,8.6789,Psittacula krameri,Rose-ringed Parakeet,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,http://xeno-canto.org/687960,rorpar/XC687960.ogg,49.4207 8.6789 Jorge Leitão
greegr,[],['call'],26.4988,-80.2141,Ardea alba,Great Egret,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/130689,greegr/XC130689.ogg,26.4988 -80.2141 Mike Nelson
blrwar1,[],['call'],53.3824,-3.1943,Acrocephalus dumetorum,Blyth's Reed Warbler,Jane Turner,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/150008,blrwar1/XC150008.ogg,53.3824 -3.1943 Jane Turner
eurcoo,[],"['flight call', 'nocturnal flight call']",52.2183,0.1441,Fulica atra,Eurasian Coot,Simon Gillings,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/548873,eurcoo/XC548873.ogg,52.2183 0.1441 Simon Gillings
graher1,[],[''],43.1401,-2.5354,Ardea cinerea,Gray Heron,Aitor Zabala,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/817739,graher1/XC817739.ogg,43.1401 -2.5354 Aitor Zabala
graher1,[],"['flight call', 'nocturnal flightcall']",47.3388,7.8398,Ardea cinerea,Gray Heron,Thomas Lüthi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/403593,graher1/XC403593.ogg,47.3388 7.8398 Thomas Lüthi
graher1,[],"['adult', 'alarm call', 'call', 'juvenile', 'sex uncertain']",59.3733,17.9845,Ardea cinerea,Gray Heron,Alan Dalton,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/619358,graher1/XC619358.ogg,59.3733 17.9845 Alan Dalton
graher1,[],['flight call'],47.9189,-2.2797,Ardea cinerea,Gray Heron,Gaëtan Mineau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/439391,graher1/XC439391.ogg,47.9189 -2.2797 Gaëtan Mineau
eurcoo,[],[''],44.7666,4.7584,Fulica atra,Eurasian Coot,Valentin Monnoy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/740248,eurcoo/XC740248.ogg,44.7666 4.7584 Valentin Monnoy
blrwar1,[],"['mimicry/imitation', 'song']",58.9422,17.6575,Acrocephalus dumetorum,Blyth's Reed Warbler,Thomas Bergman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/654475,blrwar1/XC654475.ogg,58.9422 17.6575 Thomas Bergman
litegr,[],['flight call'],37.1499,-6.0405,Egretta garzetta,Little Egret,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/412253,litegr/XC412253.ogg,37.1499 -6.0405 José Carlos Sires
eurcoo,[],[''],51.6957,-0.1734,Fulica atra,Eurasian Coot,Paul Driver,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/780812,eurcoo/XC780812.ogg,51.6957 -0.1734 Paul Driver
gyhcaf1,[],['song'],19.9001,99.0414,Culicicapa ceylonensis,Gray-headed Canary-Flycatcher,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.0,https://www.xeno-canto.org/163485,gyhcaf1/XC163485.ogg,19.9001 99.0414 Tero Linjama
blrwar1,[],"['male', 'song']",53.1774,4.8483,Acrocephalus dumetorum,Blyth's Reed Warbler,Arend Wassink,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/654181,blrwar1/XC654181.ogg,53.1774 4.8483 Arend Wassink
eurcoo,"['ashpri1', 'commyn']","['adult', 'call', 'juvenile', 'sex uncertain']",12.8697,80.1834,Fulica atra,Eurasian Coot,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/635736,eurcoo/XC635736.ogg,12.8697 80.1834 Sreekumar Chirukandoth
grtdro1,['blhori1'],['alarm call'],11.486,75.7735,Dicrurus paradiseus,Greater Racket-tailed Drongo,Sujith Sivadasan,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/466799,grtdro1/XC466799.ogg,11.486 75.7735 Sujith Sivadasan
greegr,[],"['alarm call', 'flight call']",44.6457,-1.0307,Ardea alba,Great Egret,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5.0,https://www.xeno-canto.org/167719,greegr/XC167719.ogg,44.6457 -1.0307 Bernard BOUSQUET
grewar3,[],"['life stage uncertain', 'male', 'song']",59.816,17.6375,Phylloscopus trochiloides,Greenish Warbler,Baltasar Pinheiro,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/652501,grewar3/XC652501.ogg,59.816 17.6375 Baltasar Pinheiro
blrwar1,[],"['male', 'song']",60.0932,10.8882,Acrocephalus dumetorum,Blyth's Reed Warbler,Eric Roualet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/654515,blrwar1/XC654515.ogg,60.0932 10.8882 Eric Roualet
blrwar1,[],"['male', 'mimicry/imitation', 'song']",58.6496,25.0448,Acrocephalus dumetorum,Blyth's Reed Warbler,FlackoWeasel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/563358,blrwar1/XC563358.ogg,58.6496 25.0448 FlackoWeasel
graher1,[],[''],45.7181,-0.6002,Ardea cinerea,Gray Heron,Manceau Lionel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/791097,graher1/XC791097.ogg,45.7181 -0.6002 Manceau Lionel
grewar3,[],['song'],58.5453,26.237,Phylloscopus trochiloides,Greenish Warbler,Veljo Runnel,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4.5,https://www.xeno-canto.org/163408,grewar3/XC163408.ogg,58.5453 26.237 Veljo Runnel
rorpar,[],['call'],52.4099,-1.4177,Psittacula krameri,Rose-ringed Parakeet,Nikolay Sariev,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/650137,rorpar/XC650137.ogg,52.4099 -1.4177 Nikolay Sariev
grewar3,[],['call'],19.8764,99.0624,Phylloscopus trochiloides,Greenish Warbler,Greg Irving,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/348261,grewar3/XC348261.ogg,19.8764 99.0624 Greg Irving
eurcoo,[],['call'],49.4125,8.6875,Fulica atra,Eurasian Coot,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/463603,eurcoo/XC463603.ogg,49.4125 8.6875 Jorge Leitão
eurcoo,[],['nocturnal flight call'],51.6077,-0.1944,Fulica atra,Eurasian Coot,Samuel Levy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/628531,eurcoo/XC628531.ogg,51.6077 -0.1944 Samuel Levy
rewbul,[],[''],15.4401,74.1064,Pycnonotus jocosus,Red-whiskered Bulbul,Saswat Mishra,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/779885,rewbul/XC779885.ogg,15.4401 74.1064 Saswat Mishra
eurcoo,[],"['flight call', 'nocturnal flight call']",51.5762,-2.0962,Fulica atra,Eurasian Coot,Craig Brookes,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/624204,eurcoo/XC624204.ogg,51.5762 -2.0962 Craig Brookes
litegr,[],"['alarm call', 'flight call', 'roaring calls']",50.9865,1.9695,Egretta garzetta,Little Egret,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,http://xeno-canto.org/672908,litegr/XC672908.ogg,50.9865 1.9695 Stanislas Wroza
grewar3,[],['song'],15.267,74.617,Phylloscopus trochiloides,Greenish Warbler,Madhushri Mudke ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/197148,grewar3/XC197148.ogg,15.267 74.617 Madhushri Mudke 
graher1,[],[''],37.3913,-6.2057,Ardea cinerea,Gray Heron,José Manuel Reyes Páez,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://xeno-canto.org/788486,graher1/XC788486.ogg,37.3913 -6.2057 José Manuel Reyes Páez
rewbul,[],[''],15.5442,73.7733,Pycnonotus jocosus,Red-whiskered Bulbul,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://xeno-canto.org/306398,rewbul/XC306398.ogg,15.5442 73.7733 Albert Lastukhin
grtdro1,[],"['call', 'song']",1.352,103.8206,Dicrurus paradiseus,Greater Racket-tailed Drongo,marcel finlay,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5.0,https://www.xeno-canto.org/357473,grtdro1/XC357473.ogg,1.352 103.8206 marcel finlay
bcnher,[],['nocturnal flight call'],46.787,5.0291,Nycticorax nycticorax,Black-crowned Night-Heron,Philippe Gayet,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.0,https://www.xeno-canto.org/588797,bcnher/XC588797.ogg,46.787 5.0291 Philippe Gayet
